,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
42965,None,276.46,0.0,0.0,90,Clouds,overcast clouds,4/5/2018 18:00,4992,high
6299,None,284.68,0.0,0.0,90,Rain,light rain,5/22/2013 20:00,2433,low
9811,None,267.95,0.0,0.0,64,Clouds,broken clouds,11/12/2013 20:00,2981,medium
9386,None,289.8,0.0,0.0,1,Clear,sky is clear,10/9/2013 20:00,3022,medium
40921,None,260.42,0.0,0.0,75,Mist,mist,1/24/2018 4:00,893,very low
6576,None,291.54,0.0,0.0,40,Clouds,scattered clouds,6/1/2013 0:00,1116,very low
24929,None,295.78,0.0,0.0,0,Clear,Sky is Clear,7/13/2016 23:00,1209,very low
5441,None,273.89,0.0,0.0,90,Mist,mist,4/23/2013 18:00,4641,high
35017,None,291.55,0.0,0.0,1,Rain,light rain,7/2/2017 4:00,499,very low
6995,None,287.52,0.0,0.0,0,Clear,Sky is Clear,6/15/2013 4:00,415,very low
43813,None,297.36,0.0,0.0,20,Clouds,few clouds,5/4/2018 18:00,5024,high
17572,None,286.28,0.0,0.0,90,Clouds,overcast clouds,8/20/2015 3:00,359,very low
6675,None,290.76,0.0,0.0,90,Rain,light rain,6/4/2013 21:00,2583,low
29699,None,272.71,0.0,0.0,90,Drizzle,heavy intensity drizzle,1/2/2017 16:00,3563,medium
22096,None,271.14,0.0,0.0,90,Mist,mist,3/28/2016 5:00,2584,low
33232,None,275.84,0.0,0.0,90,Drizzle,heavy intensity drizzle,5/1/2017 5:00,2732,low
8559,None,294.2,0.0,0.0,44,Clouds,scattered clouds,8/21/2013 7:00,6714,very high
36172,None,289.95,0.0,0.0,1,Clear,sky is clear,8/11/2017 23:00,2272,low
4592,None,269.74,0.0,0.0,90,Clouds,overcast clouds,3/28/2013 4:00,777,very low
17414,None,295.44,0.51,0.0,1,Rain,light rain,8/16/2015 6:00,858,very low
36180,None,284.82,0.0,0.0,1,Mist,mist,8/12/2017 7:00,1939,low
37068,None,293.81,0.0,0.0,40,Clouds,scattered clouds,9/11/2017 11:00,4529,high
22486,None,289.51,0.0,0.0,1,Clear,sky is clear,4/16/2016 2:00,638,very low
32971,None,284.09,0.0,0.0,1,Clear,sky is clear,4/23/2017 10:00,3849,medium
10032,None,271.29,0.0,0.0,90,Mist,mist,11/21/2013 14:00,5447,high
13394,None,273.72,0.52,0.0,90,Rain,light rain,4/3/2014 15:00,5454,high
9893,None,278.15,0.0,0.0,64,Clouds,broken clouds,11/16/2013 5:00,770,very low
31278,None,268.4,0.0,0.0,75,Clouds,broken clouds,2/24/2017 20:00,2900,low
9253,None,285.46,0.0,0.0,92,Clouds,overcast clouds,10/4/2013 5:00,2717,low
2118,None,273.85,0.0,0.0,90,Mist,mist,12/17/2012 0:00,485,very low
4062,None,273.21,0.0,0.0,75,Clouds,broken clouds,3/4/2013 16:00,6235,very high
20666,None,248.28,0.0,0.0,90,Haze,haze,1/17/2016 4:00,466,very low
28451,None,274.09,0.0,0.0,90,Mist,mist,11/25/2016 5:00,536,very low
31636,None,263.59,0.0,0.0,1,Clear,sky is clear,3/10/2017 13:00,5763,high
15880,None,292.15,0.0,0.0,1,Mist,mist,8/4/2014 5:00,3104,medium
37659,None,291.41,0.0,0.0,90,Drizzle,light intensity drizzle,10/2/2017 18:00,3897,medium
26178,None,291.78,0.0,0.0,40,Clouds,scattered clouds,8/30/2016 6:00,5170,high
3789,None,263.69,0.0,0.0,75,Clouds,broken clouds,2/22/2013 11:00,3541,medium
462,None,281.7,0.0,0.0,100,Drizzle,light intensity drizzle,10/20/2012 9:00,3713,medium
11999,None,255.81,0.0,0.0,40,Clouds,scattered clouds,2/4/2014 8:00,5662,high
41012,None,274.65,0.0,0.0,90,Clouds,overcast clouds,1/27/2018 0:00,1121,very low
36122,None,288.99,0.0,0.0,75,Fog,fog,8/10/2017 5:00,2986,medium
28898,None,266.46,0.0,0.0,90,Haze,haze,12/7/2016 13:00,4956,high
47882,None,287.39,0.25,0.0,90,Drizzle,light intensity drizzle,9/20/2018 2:00,265,very low
7170,None,295.2,0.0,0.0,90,Rain,heavy intensity rain,6/24/2013 5:00,2937,medium
9158,None,300.13,0.0,0.0,24,Clouds,few clouds,9/27/2013 18:00,5486,high
8646,None,301.41,0.0,0.0,56,Clouds,broken clouds,8/25/2013 12:00,4851,high
6627,None,285.03,0.0,0.0,90,Clouds,overcast clouds,6/2/2013 21:00,2655,low
11780,None,259.12,0.25,0.0,64,Snow,light snow,1/26/2014 5:00,462,very low
40824,None,274.54,0.0,0.0,1,Clear,sky is clear,1/21/2018 0:00,1830,low
39670,None,270.01,0.0,0.0,90,Mist,mist,12/11/2017 3:00,353,very low
13279,None,277.82,0.0,0.0,20,Clouds,few clouds,3/29/2014 19:00,3956,medium
31718,None,265.35,0.0,0.0,1,Snow,light snow,3/13/2017 10:00,3911,medium
42380,None,275.15,0.0,0.0,75,Clouds,broken clouds,3/16/2018 14:00,5594,high
29530,None,266.01,0.0,0.0,90,Snow,light snow,12/27/2016 0:00,639,very low
14747,None,290.14,0.0,0.0,20,Clouds,few clouds,5/30/2014 6:00,5735,high
7348,None,286.25,0.0,0.0,68,Clouds,broken clouds,7/1/2013 5:00,2815,low
36516,None,294.79,0.0,0.0,1,Clear,sky is clear,8/22/2017 13:00,4891,high
45488,None,293.68,0.0,0.0,90,Clouds,overcast clouds,7/1/2018 18:00,3680,medium
42763,None,276.0,0.0,0.0,90,Snow,light snow,3/30/2018 15:00,5936,very high
2561,None,264.16,0.0,0.0,75,Snow,heavy snow,1/1/2013 2:00,933,very low
44765,None,295.42,0.0,0.0,90,Clouds,overcast clouds,6/7/2018 21:00,2912,medium
45889,None,292.75,0.0,0.0,1,Clear,sky is clear,7/16/2018 2:00,297,very low
46697,None,295.15,0.0,0.0,40,Clouds,scattered clouds,8/14/2018 5:00,3184,medium
10884,None,257.33,0.0,0.0,64,Snow,light snow,12/23/2013 2:00,278,very low
39923,None,273.93,0.0,0.0,75,Clouds,broken clouds,12/19/2017 15:00,5847,very high
29203,None,261.82,0.0,0.0,90,Mist,mist,12/16/2016 23:00,1057,very low
20090,None,260.08,0.0,0.0,1,Clear,sky is clear,12/19/2015 6:00,1215,very low
47344,None,291.76,0.25,0.0,1,Rain,light rain,9/3/2018 6:00,1141,very low
27811,None,277.59,0.0,0.0,1,Clear,sky is clear,11/4/2016 1:00,375,very low
12903,None,277.57,0.0,0.0,75,Clouds,broken clouds,3/14/2014 3:00,394,very low
6978,None,293.84,0.0,0.0,0,Clear,Sky is Clear,6/14/2013 11:00,5187,high
45967,None,294.22,0.0,0.0,1,Rain,light rain,7/19/2018 8:00,5702,high
31075,None,270.756,0.0,0.0,0,Clear,Sky is Clear,2/17/2017 2:00,325,very low
23814,None,294.04,0.0,0.0,75,Clouds,broken clouds,5/31/2016 1:00,468,very low
26379,None,293.9,2.29,0.0,75,Mist,mist,9/6/2016 8:00,5267,high
3352,None,261.23,0.0,0.0,90,Clouds,overcast clouds,2/4/2013 16:00,6316,very high
24480,None,302.26,0.0,0.0,20,Clouds,few clouds,6/26/2016 19:00,3465,medium
6842,None,286.71,1.84,0.0,92,Rain,moderate rain,6/10/2013 7:00,6873,very high
5733,None,273.55,0.0,0.0,90,Snow,heavy snow,5/4/2013 8:00,3400,medium
7433,None,300.15,0.0,0.0,5,Clear,sky is clear,7/4/2013 19:00,2545,low
27488,None,284.263,0.0,0.0,68,Clouds,broken clouds,10/21/2016 15:00,5257,high
34443,None,294.87,0.0,0.0,75,Rain,light rain,6/11/2017 20:00,2960,medium
25844,None,292.93,0.0,0.0,92,Clouds,overcast clouds,8/19/2016 10:00,4384,high
233,None,281.54,0.0,0.0,40,Clouds,scattered clouds,10/12/2012 17:00,6028,very high
36628,None,288.87,0.0,0.0,90,Rain,moderate rain,8/26/2017 7:00,2249,low
41302,None,259.29,0.0,0.0,90,Clouds,overcast clouds,2/6/2018 21:00,2407,low
19070,None,285.01,0.0,0.0,1,Clear,sky is clear,10/18/2015 22:00,1513,low
2977,None,271.2,0.0,0.0,20,Clouds,few clouds,1/16/2013 16:00,6465,very high
22385,None,276.22,0.0,0.0,1,Clear,sky is clear,4/10/2016 23:00,1139,very low
1483,None,270.97,0.0,0.0,90,Clouds,overcast clouds,11/26/2012 10:00,4271,medium
43591,None,278.09,0.0,0.0,1,Clear,sky is clear,4/26/2018 3:00,350,very low
21894,None,274.15,0.0,0.0,36,Snow,light snow,3/18/2016 12:00,5695,high
42498,None,271.61,0.0,0.0,90,Snow,light snow,3/20/2018 20:00,2741,low
12948,None,266.49,0.0,0.0,1,Clear,sky is clear,3/16/2014 0:00,1400,very low
25148,None,307.32,0.0,0.0,20,Clouds,few clouds,7/22/2016 15:00,5201,high
19727,None,266.93,0.0,0.0,40,Clouds,scattered clouds,11/29/2015 6:00,715,very low
30150,None,274.48,0.0,0.0,90,Haze,haze,1/17/2017 14:00,5016,high
27803,None,290.75,0.0,0.0,1,Clear,sky is clear,11/3/2016 17:00,6131,very high
47207,None,287.59,0.25,0.0,1,Rain,light rain,8/29/2018 22:00,2106,low
31490,None,276.01,0.0,0.0,1,Clear,sky is clear,3/4/2017 19:00,3503,medium
33820,None,282.15,0.0,0.0,75,Clouds,broken clouds,5/20/2017 4:00,414,very low
206,None,284.1,0.0,0.0,50,Clear,sky is clear,10/11/2012 14:00,5557,high
24426,None,297.68,0.0,0.0,75,Clouds,broken clouds,6/24/2016 14:00,5078,high
22451,None,291.3,0.0,0.0,40,Clouds,scattered clouds,4/14/2016 11:00,5267,high
1545,None,269.84,0.0,0.0,90,Clouds,overcast clouds,11/29/2012 1:00,358,very low
1290,None,283.55,0.0,0.0,90,Clouds,overcast clouds,11/18/2012 23:00,961,very low
35548,None,295.51,0.0,0.0,90,Thunderstorm,thunderstorm,7/21/2017 9:00,4541,high
48191,None,283.03,0.0,0.0,90,Rain,light rain,9/30/2018 13:00,4547,high
26079,None,292.06,0.0,0.0,90,Mist,mist,8/27/2016 17:00,3969,medium
22126,None,282.62,0.0,0.0,90,Drizzle,light intensity drizzle,3/30/2016 0:00,586,very low
39285,None,275.36,0.0,0.0,40,Clouds,scattered clouds,11/27/2017 7:00,6656,very high
32883,None,278.02,0.0,0.0,90,Rain,light rain,4/20/2017 6:00,5641,high
5580,None,295.89,0.0,0.0,1,Clear,sky is clear,4/28/2013 16:00,4475,high
41335,None,259.0,0.0,0.0,75,Clouds,broken clouds,2/7/2018 22:00,1653,low
41999,None,274.86,0.0,0.0,75,Clouds,broken clouds,3/3/2018 5:00,686,very low
47835,None,288.57,0.0,0.0,90,Haze,haze,9/19/2018 6:00,5803,high
20052,None,274.88,0.0,0.0,90,Rain,light rain,12/16/2015 16:00,6450,very high
29696,None,272.71,0.0,0.0,90,Mist,mist,1/2/2017 16:00,3563,medium
16405,None,288.28,0.0,0.0,1,Clear,sky is clear,7/9/2015 0:00,675,very low
22143,None,279.84,0.0,0.0,90,Rain,moderate rain,3/30/2016 12:00,5027,high
40612,None,250.63,0.0,0.0,1,Clear,sky is clear,1/13/2018 22:00,2990,medium
10459,None,251.88,0.0,0.0,5,Mist,mist,12/6/2013 8:00,5686,high
21962,None,278.22,0.0,0.0,1,Clear,sky is clear,3/22/2016 1:00,383,very low
28507,None,272.22,0.0,0.0,1,Fog,fog,11/26/2016 23:00,1574,low
13415,None,274.06,0.57,0.0,90,Rain,light rain,4/4/2014 12:00,3907,medium
22046,None,280.3,0.0,0.0,90,Mist,mist,3/26/2016 11:00,4205,medium
40736,None,262.81,0.0,0.0,1,Clear,sky is clear,1/17/2018 11:00,4497,high
10272,None,268.28,0.0,0.0,64,Mist,mist,12/1/2013 21:00,2354,low
6801,None,290.12,0.0,0.0,32,Clouds,scattered clouds,6/8/2013 15:00,4413,high
45189,None,293.36,0.0,0.0,1,Rain,moderate rain,6/21/2018 2:00,348,very low
42638,None,274.95,0.0,0.0,40,Clouds,scattered clouds,3/26/2018 12:00,4562,high
1615,None,274.56,0.0,0.0,90,Mist,mist,12/1/2012 16:00,5085,high
28919,None,265.48,0.0,0.0,75,Snow,light snow,12/8/2016 5:00,2835,low
4329,None,273.46,0.0,0.0,90,Mist,mist,3/16/2013 12:00,4815,high
33425,None,283.79,0.0,0.0,40,Clouds,scattered clouds,5/7/2017 10:00,4239,medium
42212,None,267.59,0.0,0.0,90,Clouds,overcast clouds,3/10/2018 4:00,404,very low
17614,None,294.93,0.0,0.0,1,Clear,sky is clear,8/21/2015 21:00,3244,medium
25558,None,298.82,0.0,0.0,36,Clouds,scattered clouds,8/7/2016 12:00,4984,high
15463,None,292.23,0.0,0.0,0,Rain,moderate rain,7/13/2014 1:00,879,very low
41229,None,260.44,0.0,0.0,75,Haze,haze,2/4/2018 0:00,1536,low
20919,None,272.82,0.0,0.0,1,Mist,mist,1/30/2016 1:00,850,very low
18761,None,282.04,0.0,0.0,1,Clear,sky is clear,10/3/2015 22:00,3283,medium
8254,None,291.35,0.0,0.0,100,Clouds,overcast clouds,8/7/2013 10:00,4874,high
22464,None,286.65,0.0,0.0,1,Clear,sky is clear,4/15/2016 1:00,451,very low
31049,None,267.785,0.0,0.0,0,Clear,Sky is Clear,2/16/2017 0:00,711,very low
9861,None,273.6,0.0,0.0,64,Mist,mist,11/14/2013 23:00,1247,very low
5230,None,276.3,0.0,0.0,90,Clouds,overcast clouds,4/18/2013 12:00,4415,high
22020,None,270.84,0.0,0.0,1,Clear,sky is clear,3/25/2016 5:00,2106,low
37278,None,287.35,0.0,0.0,90,Mist,mist,9/18/2017 23:00,951,very low
33886,None,282.42,0.0,0.0,90,Drizzle,heavy intensity drizzle,5/21/2017 9:00,2888,low
7792,None,301.86,0.0,0.0,8,Clear,sky is clear,7/19/2013 22:00,2920,medium
30059,None,254.4,0.0,0.0,20,Mist,mist,1/15/2017 5:00,604,very low
8080,None,292.94,0.0,0.0,12,Clouds,few clouds,7/31/2013 13:00,5349,high
36482,None,296.3,0.0,0.0,75,Clouds,broken clouds,8/21/2017 11:00,4509,high
11423,None,272.28,0.0,0.0,64,Clouds,broken clouds,1/13/2014 5:00,2557,low
9103,None,286.29,0.0,0.0,0,Mist,mist,9/25/2013 0:00,565,very low
45793,None,295.22,0.0,0.0,40,Rain,light rain,7/13/2018 4:00,888,very low
20841,None,271.79,0.0,0.0,90,Mist,mist,1/25/2016 20:00,2303,low
2076,None,275.34,0.0,0.0,90,Drizzle,light intensity drizzle,12/16/2012 13:00,3657,medium
25948,None,300.35,0.0,0.0,1,Clear,sky is clear,8/23/2016 13:00,4549,high
32384,None,286.16,0.0,0.0,1,Clear,sky is clear,4/4/2017 20:00,2950,medium
8925,None,283.42,0.0,0.0,1,Clear,sky is clear,9/14/2013 5:00,891,very low
12176,None,261.27,0.0,0.0,90,Clouds,overcast clouds,2/11/2014 17:00,6212,very high
43025,None,262.82,0.0,0.0,1,Clear,sky is clear,4/8/2018 4:00,295,very low
16238,None,290.0,0.0,0.0,1,Mist,mist,7/4/2015 4:00,387,very low
2111,None,273.67,0.0,0.0,90,Rain,light rain,12/16/2012 22:00,1476,low
29732,None,265.28,0.0,0.0,90,Snow,light snow,1/3/2017 9:00,4555,high
14497,None,284.03,0.76,0.0,90,Fog,fog,5/20/2014 6:00,5874,very high
39658,None,267.69,0.0,0.0,5,Clear,sky is clear,12/10/2017 19:00,2966,medium
6754,None,286.46,0.0,0.0,76,Clouds,broken clouds,6/6/2013 22:00,2202,low
28077,None,278.15,0.0,0.0,1,Mist,mist,11/14/2016 22:00,1239,very low
17244,None,294.23,2.61,0.0,75,Rain,moderate rain,8/9/2015 15:00,4175,medium
45670,None,302.82,0.0,0.0,20,Clouds,few clouds,7/8/2018 20:00,3571,medium
32251,None,284.4,0.0,0.0,40,Clouds,scattered clouds,3/31/2017 20:00,3309,medium
32485,None,289.56,0.0,0.0,1,Clear,sky is clear,4/9/2017 2:00,680,very low
46725,None,293.94,0.0,0.0,75,Clouds,broken clouds,8/15/2018 9:00,4672,high
18904,None,279.82,0.0,0.0,1,Clear,sky is clear,10/10/2015 1:00,532,very low
29231,None,257.96,0.0,0.0,90,Haze,haze,12/17/2016 11:00,2632,low
8909,None,279.11,0.0,0.0,1,Clear,sky is clear,9/13/2013 5:00,2838,low
24657,None,288.74,0.0,0.0,1,Clear,sky is clear,7/4/2016 3:00,270,very low
8293,None,287.66,0.0,0.0,90,Clouds,overcast clouds,8/9/2013 7:00,6474,very high
19104,None,286.04,0.0,0.0,1,Rain,light rain,10/21/2015 0:00,487,very low
17937,None,293.9,0.0,0.0,90,Fog,fog,9/3/2015 9:00,5453,high
16522,None,300.31,0.0,0.0,40,Clouds,scattered clouds,7/13/2015 13:00,4725,high
35371,None,293.59,0.0,0.0,1,Clear,sky is clear,7/16/2017 2:00,792,very low
14902,None,291.88,0.0,0.0,90,Clouds,overcast clouds,6/5/2014 0:00,688,very low
1027,None,275.35,0.0,0.0,20,Clouds,few clouds,11/9/2012 5:00,2471,low
41070,None,256.79,0.0,0.0,20,Clouds,few clouds,1/29/2018 9:00,4715,high
31963,None,276.34,0.0,0.0,90,Clouds,overcast clouds,3/23/2017 10:00,4701,high
28427,None,274.28,0.0,0.0,90,Snow,light snow,11/24/2016 19:00,2940,medium
33546,None,289.02,0.0,0.0,1,Clear,sky is clear,5/11/2017 21:00,3057,medium
41464,None,260.58,0.0,0.0,90,Clouds,overcast clouds,2/13/2018 4:00,885,very low
24675,None,296.64,0.0,0.0,90,Clouds,overcast clouds,7/4/2016 21:00,2471,low
3910,None,269.92,0.0,0.0,90,Haze,haze,2/26/2013 9:00,5134,high
2563,None,263.65,0.0,0.0,90,Clouds,overcast clouds,1/1/2013 4:00,372,very low
7002,None,295.34,0.0,0.0,68,Clouds,broken clouds,6/15/2013 11:00,4256,medium
8154,None,295.17,0.0,0.0,0,Clear,Sky is Clear,8/3/2013 11:00,4335,medium
45380,None,295.44,0.0,0.0,5,Clear,sky is clear,6/27/2018 22:00,2292,low
7070,None,291.35,0.0,0.0,8,Clear,sky is clear,6/18/2013 0:00,639,very low
37580,None,280.37,0.0,0.0,1,Mist,mist,9/30/2017 3:00,401,very low
16560,None,290.23,0.0,0.0,40,Rain,light rain,7/15/2015 3:00,380,very low
46976,None,291.79,0.42,0.0,90,Mist,mist,8/24/2018 7:00,6243,very high
41876,None,277.08,0.0,0.0,40,Clouds,scattered clouds,2/26/2018 14:00,4875,high
28264,None,271.79,0.0,0.0,20,Clouds,few clouds,11/20/2016 16:00,3946,medium
3862,None,271.23,0.0,0.0,75,Clouds,broken clouds,2/24/2013 16:00,4473,high
38979,None,272.55,0.0,0.0,90,Clouds,overcast clouds,11/15/2017 17:00,6325,very high
45794,None,295.15,0.0,0.0,40,Mist,mist,7/13/2018 5:00,2917,medium
24735,None,302.0,0.0,0.0,20,Clouds,few clouds,7/6/2016 18:00,4181,medium
10400,None,271.45,1.52,0.0,90,Rain,moderate rain,12/4/2013 10:00,3869,medium
20636,None,267.01,0.0,0.0,90,Snow,light snow,1/15/2016 8:00,5502,high
33638,None,289.96,0.0,0.0,90,Mist,mist,5/15/2017 14:00,4506,high
20774,None,268.22,0.0,0.0,90,Clouds,overcast clouds,1/22/2016 16:00,6630,very high
43074,None,271.0,0.0,0.0,1,Mist,mist,4/9/2018 10:00,4149,medium
19233,None,280.15,0.0,0.0,90,Clouds,overcast clouds,10/29/2015 19:00,3428,medium
28170,None,280.88,0.0,0.0,90,Rain,light rain,11/18/2016 2:00,346,very low
45123,None,290.75,0.0,0.0,90,Mist,mist,6/19/2018 9:00,4792,high
23762,None,289.36,0.0,0.0,75,Rain,moderate rain,5/29/2016 6:00,966,very low
40268,None,253.29,0.0,0.0,1,Clear,sky is clear,1/1/2018 13:00,2985,medium
36667,None,291.29,0.0,0.0,90,Haze,haze,8/27/2017 0:00,2169,low
39913,None,275.15,0.0,0.0,1,Clear,sky is clear,12/19/2017 5:00,2977,medium
29722,None,272.95,0.0,0.0,90,Drizzle,light intensity drizzle,1/3/2017 1:00,485,very low
2526,None,263.11,0.0,0.0,90,Snow,heavy snow,12/30/2012 16:00,3206,medium
5915,None,287.26,0.0,0.0,90,Clouds,overcast clouds,5/10/2013 9:00,5143,high
26071,None,291.46,0.0,0.0,90,Rain,light rain,8/27/2016 14:00,4224,medium
8537,None,293.41,0.0,0.0,92,Clouds,overcast clouds,8/20/2013 9:00,5438,high
38629,None,272.79,0.0,0.0,90,Mist,mist,11/3/2017 20:00,2827,low
6543,None,291.39,0.0,0.0,90,Thunderstorm,thunderstorm with heavy rain,5/31/2013 0:00,741,very low
4154,None,269.75,0.0,0.0,75,Clouds,broken clouds,3/8/2013 11:00,5349,high
46760,None,299.28,0.0,0.0,75,Rain,light rain,8/16/2018 19:00,3725,medium
4311,None,273.06,0.0,0.0,1,Clear,sky is clear,3/15/2013 22:00,2231,low
13700,None,273.76,0.0,0.0,90,Clouds,overcast clouds,4/16/2014 9:00,5250,high
21414,None,270.3,0.0,0.0,1,Clear,sky is clear,2/21/2016 4:00,307,very low
1078,None,280.26,0.0,0.0,90,Rain,light rain,11/11/2012 3:00,331,very low
28235,None,271.21,0.0,0.0,90,Snow,light snow,11/19/2016 11:00,4285,medium
12373,None,275.28,0.0,0.0,90,Clouds,overcast clouds,2/19/2014 22:00,1877,low
36713,None,296.0,0.0,0.0,40,Clouds,scattered clouds,8/28/2017 18:00,4265,medium
6672,None,292.02,0.0,0.0,90,Clouds,overcast clouds,6/4/2013 18:00,4479,high
44193,None,300.61,0.0,0.0,75,Clouds,broken clouds,5/18/2018 15:00,6400,very high
39469,None,285.5,0.0,0.0,90,Haze,haze,12/4/2017 13:00,5004,high
19990,None,274.94,0.0,0.0,90,Rain,moderate rain,12/14/2015 9:00,4783,high
12725,None,270.3,0.0,0.0,90,Clouds,overcast clouds,3/6/2014 16:00,6541,very high
5881,None,292.42,0.0,0.0,1,Clear,sky is clear,5/9/2013 10:00,4544,high
21222,None,259.93,0.0,0.0,90,Snow,light snow,2/11/2016 10:00,4662,high
24428,None,299.3,0.0,0.0,75,Clouds,broken clouds,6/24/2016 16:00,6160,very high
31139,None,286.267,0.0,0.0,88,Clouds,overcast clouds,2/19/2017 18:00,3843,medium
34035,None,297.22,0.0,0.0,40,Clouds,scattered clouds,5/26/2017 15:00,5657,high
39726,None,271.38,0.0,0.0,40,Snow,light snow,12/13/2017 2:00,268,very low
22777,None,284.41,0.51,0.0,40,Rain,light rain,4/25/2016 4:00,830,very low
18416,None,293.2,0.0,0.0,1,Clear,sky is clear,9/19/2015 15:00,4325,medium
671,None,274.5,0.0,0.0,90,Mist,mist,10/26/2012 12:00,5943,very high
36415,None,288.02,0.0,0.0,1,Fog,fog,8/19/2017 2:00,541,very low
5808,None,277.91,0.0,0.0,90,Clouds,overcast clouds,5/6/2013 9:00,5047,high
624,None,283.44,0.0,0.0,90,Mist,mist,10/25/2012 20:00,2856,low
40377,None,250.75,0.0,0.0,5,Clear,sky is clear,1/5/2018 21:00,2815,low
36602,None,291.29,0.0,0.0,90,Rain,light rain,8/25/2017 22:00,2863,low
21080,None,269.48,0.0,0.0,40,Mist,mist,2/5/2016 23:00,1713,low
24690,None,297.81,0.0,0.0,75,Clouds,broken clouds,7/5/2016 10:00,3465,medium
19440,None,280.01,0.0,0.0,90,Rain,moderate rain,11/12/2015 4:00,872,very low
21438,None,274.15,0.0,0.0,90,Clouds,overcast clouds,2/22/2016 17:00,6160,very high
33273,None,276.65,0.0,0.0,90,Drizzle,drizzle,5/1/2017 17:00,5571,high
32839,None,283.5,0.0,0.0,1,Clear,sky is clear,4/19/2017 13:00,5013,high
7750,None,297.69,0.0,0.0,64,Clouds,broken clouds,7/18/2013 1:00,434,very low
13757,None,283.16,0.0,0.0,90,Clouds,overcast clouds,4/18/2014 18:00,4508,high
39055,None,275.68,0.0,0.0,75,Mist,mist,11/17/2017 22:00,2630,low
21427,None,272.15,0.0,0.0,90,Clouds,overcast clouds,2/22/2016 1:00,321,very low
38019,None,286.87,0.0,0.0,75,Rain,moderate rain,10/14/2017 14:00,5441,high
21118,None,274.07,0.0,0.0,75,Clouds,broken clouds,2/7/2016 5:00,516,very low
40769,None,272.15,0.0,0.0,90,Clouds,overcast clouds,1/18/2018 21:00,2753,low
5468,None,272.73,0.0,0.0,90,Mist,mist,4/24/2013 3:00,340,very low
38800,None,262.88,0.0,0.0,1,Clear,sky is clear,11/9/2017 21:00,2703,low
13952,None,282.86,0.71,0.0,90,Rain,light rain,4/26/2014 21:00,2503,low
6081,None,286.37,0.0,0.0,1,Clear,sky is clear,5/17/2013 5:00,2514,low
12617,None,251.52,0.0,0.0,75,Clouds,broken clouds,3/1/2014 23:00,1605,low
15103,None,287.73,1.1,0.0,90,Mist,mist,6/15/2014 8:00,1598,low
38205,None,289.16,0.0,0.0,90,Mist,mist,10/21/2017 8:00,2651,low
11536,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/16/2014 20:00,2640,low
35323,None,289.02,0.0,0.0,75,Clouds,broken clouds,7/14/2017 2:00,471,very low
8419,None,287.82,0.0,0.0,0,Clear,Sky is Clear,8/14/2013 22:00,2014,low
13291,None,276.61,0.0,0.0,20,Clouds,few clouds,3/30/2014 7:00,1158,very low
5013,None,275.12,0.0,0.0,90,Rain,light rain,4/12/2013 0:00,661,very low
44308,None,288.94,0.0,0.0,1,Clear,sky is clear,5/23/2018 3:00,349,very low
2047,None,275.16,0.0,0.0,90,Rain,moderate rain,12/16/2012 5:00,455,very low
44658,None,291.01,0.0,0.0,75,Clouds,broken clouds,6/3/2018 15:00,4554,high
26477,None,289.86,0.3,0.0,1,Rain,light rain,9/9/2016 8:00,6022,very high
37407,None,294.07,0.0,0.0,1,Mist,mist,9/24/2017 4:00,362,very low
37386,None,295.65,0.0,0.0,75,Clouds,broken clouds,9/23/2017 8:00,3427,medium
45117,None,291.42,0.0,0.0,90,Mist,mist,6/19/2018 6:00,5483,high
27743,None,281.469,0.0,0.0,0,Clear,Sky is Clear,11/1/2016 7:00,6092,very high
7629,None,299.88,0.0,0.0,8,Clear,sky is clear,7/12/2013 20:00,3050,medium
522,None,283.07,0.0,0.0,75,Clouds,broken clouds,10/23/2012 9:00,5484,high
36559,None,286.51,0.0,0.0,40,Clouds,scattered clouds,8/24/2017 7:00,6821,very high
390,None,287.18,0.0,0.0,90,Clouds,overcast clouds,10/18/2012 16:00,6307,very high
24949,None,293.73400000000004,0.0,0.0,88,Clouds,overcast clouds,7/14/2016 19:00,3191,medium
